secret_word,game_result,guess_num,guess_word,feedback,entropy_score,possibilities_before_guess,possibilities_after_filter
occur,3 guesses,1,raise,YBBBB,-1.0,2315,105
occur,3 guesses,2,count,YYYBB,4.803891408866589,105,1
occur,3 guesses,3,occur,GGGGG,0.0,1,1
ocean,4 guesses,1,raise,BYBBY,-1.0,2315,75
ocean,4 guesses,2,dealt,BYYBB,4.648214191242758,75,8
ocean,4 guesses,3,amend,YBGYB,3.0,8,1
ocean,4 guesses,4,ocean,GGGGG,0.0,1,1
octal,3 guesses,1,raise,BYBBB,-1.0,2315,110
octal,3 guesses,2,clout,YYYBY,4.954906391519346,110,1
octal,3 guesses,3,octal,GGGGG,0.0,1,1
octet,4 guesses,1,raise,BBBBY,-1.0,2315,142
octet,4 guesses,2,betel,BBYGB,4.860396655799496,142,7
octet,4 guesses,3,cameo,YBBGY,2.807354922057604,7,1
octet,4 guesses,4,octet,GGGGG,0.0,1,1
odder,4 guesses,1,raise,YBBBY,-1.0,2315,124
odder,4 guesses,2,deter,YBBGG,4.511605262733948,124,4
odder,4 guesses,3,alone,BBYBY,2.0,4,1
odder,4 guesses,4,odder,GGGGG,0.0,1,1
oddly,4 guesses,1,raise,BBBBB,-1.0,2315,168
oddly,4 guesses,2,lunch,YBBBB,5.2201539877500815,168,14
oddly,4 guesses,3,dodgy,YYGBG,3.3248629576173574,14,1
oddly,4 guesses,4,oddly,GGGGG,0.0,1,1
offal,4 guesses,1,raise,BYBBB,-1.0,2315,110
offal,4 guesses,2,clout,BYYBB,4.954906391519346,110,10
offal,4 guesses,3,folly,YYYBB,3.1219280948873624,10,1
offal,4 guesses,4,offal,GGGGG,0.0,1,1
offer,5 guesses,1,raise,YBBBY,-1.0,2315,124
offer,5 guesses,2,deter,BBBGG,4.511605262733948,124,24
offer,5 guesses,3,nobly,BYBBB,3.229573958513623,24,2
offer,5 guesses,4,affix,BGGBB,1.0,2,1
offer,5 guesses,5,offer,GGGGG,0.0,1,1
often,3 guesses,1,raise,BBBBY,-1.0,2315,142
often,3 guesses,2,betel,BBGGB,4.860396655799496,142,1
often,3 guesses,3,often,GGGGG,0.0,1,1
olden,4 guesses,1,raise,BBBBY,-1.0,2315,142
olden,4 guesses,2,betel,BBBGY,4.860396655799496,142,4
olden,4 guesses,3,abled,BBYGY,2.0,4,1
olden,4 guesses,4,olden,GGGGG,0.0,1,1
older,4 guesses,1,raise,YBBBY,-1.0,2315,124
older,4 guesses,2,deter,YBBGG,4.511605262733948,124,4
older,4 guesses,3,alone,BGYBY,2.0,4,1
older,4 guesses,4,older,GGGGG,0.0,1,1
olive,3 guesses,1,raise,BBGBG,-1.0,2315,20
olive,3 guesses,2,cloth,BGYBB,3.7841837197791888,20,1
olive,3 guesses,3,olive,GGGGG,0.0,1,1
ombre,4 guesses,1,raise,YBBBG,-1.0,2315,28
ombre,4 guesses,2,thong,BBYBB,3.767375797816041,28,2
ombre,4 guesses,3,aback,BYBBB,1.0,2,1
ombre,4 guesses,4,ombre,GGGGG,0.0,1,1
omega,4 guesses,1,raise,BYBBY,-1.0,2315,75
omega,4 guesses,2,dealt,BYYBB,4.648214191242758,75,8
omega,4 guesses,3,amend,YGGBB,3.0,8,1
omega,4 guesses,4,omega,GGGGG,0.0,1,1
onion,3 guesses,1,raise,BBGBB,-1.0,2315,46
onion,3 guesses,2,blunt,BBBYB,4.261842390463366,46,1
onion,3 guesses,3,onion,GGGGG,0.0,1,1
onset,4 guesses,1,raise,BBBYY,-1.0,2315,48
onset,4 guesses,2,spelt,YBYBG,4.522055208874202,48,3
onset,4 guesses,3,abbot,BBBYG,1.5849625007211559,3,1
onset,4 guesses,4,onset,GGGGG,0.0,1,1
opera,4 guesses,1,raise,YYBBY,-1.0,2315,37
opera,4 guesses,2,bleat,BBGYB,3.830546608638305,37,2
opera,4 guesses,3,abbot,YBBYB,1.0,2,1
opera,4 guesses,4,opera,GGGGG,0.0,1,1
opine,4 guesses,1,raise,BBGBG,-1.0,2315,20
opine,4 guesses,2,cloth,BBYBB,3.7841837197791888,20,3
opine,4 guesses,3,adapt,BBBYB,1.5849625007211559,3,1
opine,4 guesses,4,opine,GGGGG,0.0,1,1
opium,4 guesses,1,raise,BBGBB,-1.0,2315,46
opium,4 guesses,2,blunt,BBYBB,4.261842390463366,46,3
opium,4 guesses,3,aback,BBBBB,1.5849625007211559,3,1
opium,4 guesses,4,opium,GGGGG,0.0,1,1
optic,3 guesses,1,raise,BBYBB,-1.0,2315,112
optic,3 guesses,2,donut,BYBBY,4.736745651800392,112,1
optic,3 guesses,3,optic,GGGGG,0.0,1,1
orbit,3 guesses,1,raise,YBYBB,-1.0,2315,24
orbit,3 guesses,2,grout,BGYBG,3.9701755214643457,24,1
orbit,3 guesses,3,orbit,GGGGG,0.0,1,1
order,4 guesses,1,raise,YBBBY,-1.0,2315,124
order,4 guesses,2,deter,YBBGY,4.511605262733948,124,2
order,4 guesses,3,abbot,BBBYB,1.0,2,1
order,4 guesses,4,order,GGGGG,0.0,1,1
organ,4 guesses,1,raise,YYBBB,-1.0,2315,84
organ,4 guesses,2,crowd,BGYBB,4.299124740447479,84,2
organ,4 guesses,3,aback,YBBBB,1.0,2,1
organ,4 guesses,4,organ,GGGGG,0.0,1,1
other,4 guesses,1,raise,YBBBY,-1.0,2315,124
other,4 guesses,2,deter,BBYGG,4.511605262733948,124,5
other,4 guesses,3,booth,BYBYY,2.321928094887362,5,1
other,4 guesses,4,other,GGGGG,0.0,1,1
otter,4 guesses,1,raise,YBBBY,-1.0,2315,124
otter,4 guesses,2,deter,BBYGG,4.511605262733948,124,5
otter,4 guesses,3,booth,BYBYB,2.321928094887362,5,1
otter,4 guesses,4,otter,GGGGG,0.0,1,1
ought,4 guesses,1,raise,BBBBB,-1.0,2315,168
ought,4 guesses,2,lunch,BGBBY,5.2201539877500815,168,2
ought,4 guesses,3,abate,BBBYB,1.0,2,1
ought,4 guesses,4,ought,GGGGG,0.0,1,1
ounce,4 guesses,1,raise,BBBBG,-1.0,2315,40
ounce,4 guesses,2,clung,YBYYB,4.481687083026442,40,2
ounce,4 guesses,3,abbot,BBBYB,1.0,2,1
ounce,4 guesses,4,ounce,GGGGG,0.0,1,1
outdo,4 guesses,1,raise,BBBBB,-1.0,2315,168
outdo,4 guesses,2,lunch,BGBBB,5.2201539877500815,168,19
outdo,4 guesses,3,pygmy,BBBBB,3.5766176449086653,19,1
outdo,4 guesses,4,outdo,GGGGG,0.0,1,1
outer,4 guesses,1,raise,YBBBY,-1.0,2315,124
outer,4 guesses,2,deter,BBGGG,4.511605262733948,124,2
outer,4 guesses,3,about,BBYYY,1.0,2,1
outer,4 guesses,4,outer,GGGGG,0.0,1,1
outgo,4 guesses,1,raise,BBBBB,-1.0,2315,168
outgo,4 guesses,2,lunch,BGBBB,5.2201539877500815,168,19
outgo,4 guesses,3,pygmy,BBYBB,3.5766176449086653,19,1
outgo,4 guesses,4,outgo,GGGGG,0.0,1,1
ovary,4 guesses,1,raise,YYBBB,-1.0,2315,84
ovary,4 guesses,2,crowd,BYYBB,4.299124740447479,84,11
ovary,4 guesses,3,motor,BYBBY,3.095795255000934,11,1
ovary,4 guesses,4,ovary,GGGGG,0.0,1,1
ovate,4 guesses,1,raise,BYBBG,-1.0,2315,35
ovate,4 guesses,2,bland,BBGBB,3.932874360347045,35,3
ovate,4 guesses,3,aback,BBGBB,1.5849625007211559,3,1
ovate,4 guesses,4,ovate,GGGGG,0.0,1,1
overt,4 guesses,1,raise,YBBBY,-1.0,2315,124
overt,4 guesses,2,deter,BYYBY,4.511605262733948,124,3
overt,4 guesses,3,about,BBYBG,1.5849625007211559,3,1
overt,4 guesses,4,overt,GGGGG,0.0,1,1
ovine,4 guesses,1,raise,BBGBG,-1.0,2315,20
ovine,4 guesses,2,cloth,BBYBB,3.7841837197791888,20,3
ovine,4 guesses,3,adapt,BBBBB,1.5849625007211559,3,1
ovine,4 guesses,4,ovine,GGGGG,0.0,1,1
ovoid,4 guesses,1,raise,BBYBB,-1.0,2315,112
ovoid,4 guesses,2,donut,YYBBB,4.736745651800392,112,3
ovoid,4 guesses,3,admin,BYBGB,1.5849625007211559,3,1
ovoid,4 guesses,4,ovoid,GGGGG,0.0,1,1
owing,4 guesses,1,raise,BBGBB,-1.0,2315,46
owing,4 guesses,2,blunt,BBBGB,4.261842390463366,46,6
owing,4 guesses,3,bawdy,BBYBB,2.584962500721156,6,1
owing,4 guesses,4,owing,GGGGG,0.0,1,1
owner,4 guesses,1,raise,YBBBY,-1.0,2315,124
owner,4 guesses,2,deter,BBBGG,4.511605262733948,124,24
owner,4 guesses,3,nobly,YYBBB,3.229573958513623,24,1
owner,4 guesses,4,owner,GGGGG,0.0,1,1
oxide,4 guesses,1,raise,BBGBG,-1.0,2315,20
oxide,4 guesses,2,cloth,BBYBB,3.7841837197791888,20,3
oxide,4 guesses,3,adapt,BYBBB,1.5849625007211559,3,1
oxide,4 guesses,4,oxide,GGGGG,0.0,1,1
ozone,4 guesses,1,raise,BBBBG,-1.0,2315,40
ozone,4 guesses,2,clung,BBBGB,4.481687083026442,40,2
ozone,4 guesses,3,abhor,BBBYB,1.0,2,1
ozone,4 guesses,4,ozone,GGGGG,0.0,1,1
paddy,5 guesses,1,raise,BGBBB,-1.0,2315,73
paddy,5 guesses,2,lynch,BYBBB,4.211827177017707,73,15
paddy,5 guesses,3,thumb,BBBBB,2.9232314287976204,15,4
paddy,5 guesses,4,giddy,BBGGG,2.0,4,1
paddy,5 guesses,5,paddy,GGGGG,0.0,1,1
pagan,4 guesses,1,raise,BYBBB,-1.0,2315,110
pagan,4 guesses,2,clout,BBBBB,4.954906391519346,110,8
pagan,4 guesses,3,gamma,YYBBB,3.0,8,1
pagan,4 guesses,4,pagan,GGGGG,0.0,1,1
paint,3 guesses,1,raise,BGGBB,-1.0,2315,6
paint,3 guesses,2,draft,BBYBG,2.584962500721156,6,1
paint,3 guesses,3,paint,GGGGG,0.0,1,1
paler,3 guesses,1,raise,YGBBY,-1.0,2315,30
paler,3 guesses,2,glyph,BYBYB,3.1050990021081764,30,1
paler,3 guesses,3,paler,GGGGG,0.0,1,1
palsy,3 guesses,1,raise,BGBGB,-1.0,2315,3
palsy,3 guesses,2,adult,YBBYB,1.5849625007211559,3,1
palsy,3 guesses,3,palsy,GGGGG,0.0,1,1
panel,3 guesses,1,raise,BGBBY,-1.0,2315,22
panel,3 guesses,2,novel,YBBGG,3.6978458230844113,22,1
panel,3 guesses,3,panel,GGGGG,0.0,1,1
panic,3 guesses,1,raise,BGYBB,-1.0,2315,12
panic,3 guesses,2,month,BBGBB,3.188721875540867,12,1
panic,3 guesses,3,panic,GGGGG,0.0,1,1
pansy,3 guesses,1,raise,BGBGB,-1.0,2315,3
pansy,3 guesses,2,adult,YBBBB,1.5849625007211559,3,1
pansy,3 guesses,3,pansy,GGGGG,0.0,1,1
papal,4 guesses,1,raise,BYBBB,-1.0,2315,110
papal,4 guesses,2,clout,BYBBB,4.954906391519346,110,8
papal,4 guesses,3,manly,BYBYB,3.0,8,1
papal,4 guesses,4,papal,GGGGG,0.0,1,1
paper,4 guesses,1,raise,YGBBY,-1.0,2315,30
paper,4 guesses,2,glyph,BBBYB,3.1050990021081764,30,4
paper,4 guesses,3,actor,YBBBG,2.0,4,1
paper,4 guesses,4,paper,GGGGG,0.0,1,1
parer,4 guesses,1,raise,YGBBY,-1.0,2315,30
parer,4 guesses,2,glyph,BBBYB,3.1050990021081764,30,4
parer,4 guesses,3,actor,YBBBY,2.0,4,1
parer,4 guesses,4,parer,GGGGG,0.0,1,1
parka,4 guesses,1,raise,YYBBB,-1.0,2315,84
parka,4 guesses,2,crowd,BYBBB,4.299124740447479,84,16
parka,4 guesses,3,alarm,YBYYB,3.75,16,1
parka,4 guesses,4,parka,GGGGG,0.0,1,1
parry,3 guesses,1,raise,YGBBB,-1.0,2315,23
parry,3 guesses,2,porch,GBYBB,3.4082800232568733,23,1
parry,3 guesses,3,parry,GGGGG,0.0,1,1
parse,2 guesses,1,raise,YGBGG,-1.0,2315,1
parse,2 guesses,2,parse,GGGGG,0.0,1,1
party,3 guesses,1,raise,YGBBB,-1.0,2315,23
party,3 guesses,2,porch,GBGBB,3.4082800232568733,23,1
party,3 guesses,3,party,GGGGG,0.0,1,1
pasta,3 guesses,1,raise,BYBYB,-1.0,2315,58
pasta,3 guesses,2,shalt,YBYBY,4.480837840284,58,1
pasta,3 guesses,3,pasta,GGGGG,0.0,1,1
paste,4 guesses,1,raise,BGBYG,-1.0,2315,10
paste,4 guesses,2,butch,BBYBB,2.6464393446710153,10,3
paste,4 guesses,3,depth,BYYGB,1.5849625007211559,3,1
paste,4 guesses,4,paste,GGGGG,0.0,1,1
pasty,4 guesses,1,raise,BGBYB,-1.0,2315,18
pasty,4 guesses,2,sloth,YBBGB,3.281036112553423,18,2
pasty,4 guesses,3,acorn,YBBBB,1.0,2,1
pasty,4 guesses,4,pasty,GGGGG,0.0,1,1
patch,4 guesses,1,raise,BGBBB,-1.0,2315,73
patch,4 guesses,2,lynch,BBBGG,4.211827177017707,73,4
patch,4 guesses,3,blimp,BBBBY,2.0,4,1
patch,4 guesses,4,patch,GGGGG,0.0,1,1
patio,3 guesses,1,raise,BGYBB,-1.0,2315,12
patio,3 guesses,2,month,BYBYB,3.188721875540867,12,1
patio,3 guesses,3,patio,GGGGG,0.0,1,1
patsy,3 guesses,1,raise,BGBGB,-1.0,2315,3
patsy,3 guesses,2,adult,YBBBY,1.5849625007211559,3,1
patsy,3 guesses,3,patsy,GGGGG,0.0,1,1
patty,5 guesses,1,raise,BGBBB,-1.0,2315,73
patty,5 guesses,2,lynch,BYBBB,4.211827177017707,73,15
patty,5 guesses,3,thumb,YBBBB,2.9232314287976204,15,3
patty,5 guesses,4,fatty,BGGGG,1.5849625007211559,3,1
patty,5 guesses,5,patty,GGGGG,0.0,1,1
pause,3 guesses,1,raise,BGBGG,-1.0,2315,4
pause,3 guesses,2,alpha,YBYBB,2.0,4,1
pause,3 guesses,3,pause,GGGGG,0.0,1,1
payee,3 guesses,1,raise,BGBBY,-1.0,2315,22
payee,3 guesses,2,novel,BBBYB,3.6978458230844113,22,1
payee,3 guesses,3,payee,GGGGG,0.0,1,1
payer,3 guesses,1,raise,YGBBY,-1.0,2315,30
payer,3 guesses,2,glyph,BBGYB,3.1050990021081764,30,1
payer,3 guesses,3,payer,GGGGG,0.0,1,1
peace,4 guesses,1,raise,BYBBY,-1.0,2315,75
peace,4 guesses,2,dealt,BYGBB,4.648214191242758,75,3
peace,4 guesses,3,alpha,YBYBB,1.5849625007211559,3,1
peace,4 guesses,4,peace,GGGGG,0.0,1,1
peach,4 guesses,1,raise,BYBBY,-1.0,2315,75
peach,4 guesses,2,dealt,BGGBB,4.648214191242758,75,3
peach,4 guesses,3,aback,BBGGB,1.5849625007211559,3,1
peach,4 guesses,4,peach,GGGGG,0.0,1,1
pearl,4 guesses,1,raise,YYBBY,-1.0,2315,37
pearl,4 guesses,2,bleat,BYYYB,3.830546608638305,37,2
pearl,4 guesses,3,acorn,YBBGB,1.0,2,1
pearl,4 guesses,4,pearl,GGGGG,0.0,1,1
pecan,4 guesses,1,raise,BYBBY,-1.0,2315,75
pecan,4 guesses,2,dealt,BGYBB,4.648214191242758,75,5
pecan,4 guesses,3,bacon,BYGBG,2.321928094887362,5,1
pecan,4 guesses,4,pecan,GGGGG,0.0,1,1
pedal,4 guesses,1,raise,BYBBY,-1.0,2315,75
pedal,4 guesses,2,dealt,YGYYB,4.648214191242758,75,2
pedal,4 guesses,3,adapt,YYBYB,1.0,2,1
pedal,4 guesses,4,pedal,GGGGG,0.0,1,1
penal,4 guesses,1,raise,BYBBY,-1.0,2315,75
penal,4 guesses,2,dealt,BGYYB,4.648214191242758,75,4
penal,4 guesses,3,afoul,YBBBG,2.0,4,1
penal,4 guesses,4,penal,GGGGG,0.0,1,1
pence,5 guesses,1,raise,BBBBY,-1.0,2315,142
pence,5 guesses,2,betel,BYBBB,4.860396655799496,142,18
pence,5 guesses,3,condo,YBGBB,3.5724312513221195,18,3
pence,5 guesses,4,alpha,BBYBB,1.5849625007211559,3,1
pence,5 guesses,5,pence,GGGGG,0.0,1,1
penne,4 guesses,1,raise,BBBBY,-1.0,2315,142
penne,4 guesses,2,betel,BYBBB,4.860396655799496,142,18
penne,4 guesses,3,condo,BBYBB,3.5724312513221195,18,1
penne,4 guesses,4,penne,GGGGG,0.0,1,1
penny,4 guesses,1,raise,BBBBY,-1.0,2315,142
penny,4 guesses,2,betel,BGBBB,4.860396655799496,142,6
penny,4 guesses,3,annoy,BYGBG,2.584962500721156,6,1
penny,4 guesses,4,penny,GGGGG,0.0,1,1
perch,4 guesses,1,raise,YBBBY,-1.0,2315,124
perch,4 guesses,2,deter,BGBBY,4.511605262733948,124,10
perch,4 guesses,3,mercy,BGGGB,2.9219280948873623,10,1
perch,4 guesses,4,perch,GGGGG,0.0,1,1
peril,4 guesses,1,raise,YBYBY,-1.0,2315,30
peril,4 guesses,2,diner,BYBYY,3.3470910116261443,30,3
peril,4 guesses,3,adapt,BBBYB,1.5849625007211559,3,1
peril,4 guesses,4,peril,GGGGG,0.0,1,1
perky,5 guesses,1,raise,YBBBY,-1.0,2315,124
perky,5 guesses,2,deter,BGBBY,4.511605262733948,124,10
perky,5 guesses,3,mercy,BGGBG,2.9219280948873623,10,2
perky,5 guesses,4,adapt,BBBYB,1.0,2,1
perky,5 guesses,5,perky,GGGGG,0.0,1,1
pesky,3 guesses,1,raise,BBBYY,-1.0,2315,48
pesky,3 guesses,2,spelt,YYYBB,4.522055208874202,48,1
pesky,3 guesses,3,pesky,GGGGG,0.0,1,1
pesto,3 guesses,1,raise,BBBYY,-1.0,2315,48
pesto,3 guesses,2,spelt,YYYBY,4.522055208874202,48,1
pesto,3 guesses,3,pesto,GGGGG,0.0,1,1
petal,4 guesses,1,raise,BYBBY,-1.0,2315,75
petal,4 guesses,2,dealt,BGYYY,4.648214191242758,75,3
petal,4 guesses,3,ample,YBYYY,1.5849625007211559,3,1
petal,4 guesses,4,petal,GGGGG,0.0,1,1
petty,5 guesses,1,raise,BBBBY,-1.0,2315,142
petty,5 guesses,2,betel,BGYBB,4.860396655799496,142,8
petty,5 guesses,3,depth,BGYYB,2.75,8,2
petty,5 guesses,4,abbey,BBBYG,1.0,2,1
petty,5 guesses,5,petty,GGGGG,0.0,1,1
phase,3 guesses,1,raise,BYBGG,-1.0,2315,5
phase,3 guesses,2,aback,BBGBB,2.321928094887362,5,1
phase,3 guesses,3,phase,GGGGG,0.0,1,1
phone,4 guesses,1,raise,BBBBG,-1.0,2315,40
phone,4 guesses,2,clung,BBBGB,4.481687083026442,40,2
phone,4 guesses,3,abhor,BBYYB,1.0,2,1
phone,4 guesses,4,phone,GGGGG,0.0,1,1
phony,4 guesses,1,raise,BBBBB,-1.0,2315,168
phony,4 guesses,2,lunch,BBYBY,5.2201539877500815,168,2
phony,4 guesses,3,abate,BBBBB,1.0,2,1
phony,4 guesses,4,phony,GGGGG,0.0,1,1
photo,4 guesses,1,raise,BBBBB,-1.0,2315,168
photo,4 guesses,2,lunch,BBBBY,5.2201539877500815,168,4
photo,4 guesses,3,adapt,BBBYY,2.0,4,1
photo,4 guesses,4,photo,GGGGG,0.0,1,1
piano,4 guesses,1,raise,BYYBB,-1.0,2315,38
piano,4 guesses,2,until,BYBYB,4.113206053476118,38,2
piano,4 guesses,3,aback,BBGBB,1.0,2,1
piano,4 guesses,4,piano,GGGGG,0.0,1,1
picky,5 guesses,1,raise,BBYBB,-1.0,2315,112
picky,5 guesses,2,donut,BBBBB,4.736745651800392,112,19
picky,5 guesses,3,filmy,BGBBG,3.497155802575668,19,3
picky,5 guesses,4,batch,BBBYB,1.5849625007211559,3,1
picky,5 guesses,5,picky,GGGGG,0.0,1,1
piece,4 guesses,1,raise,BBYBY,-1.0,2315,40
piece,4 guesses,2,lipid,BGYBB,4.077567157116928,40,4
piece,4 guesses,3,abbey,BBBYB,2.0,4,1
piece,4 guesses,4,piece,GGGGG,0.0,1,1
piety,4 guesses,1,raise,BBYBY,-1.0,2315,40
piety,4 guesses,2,lipid,BGYBB,4.077567157116928,40,4
piety,4 guesses,3,abbey,BBBYG,2.0,4,1
piety,4 guesses,4,piety,GGGGG,0.0,1,1
piggy,5 guesses,1,raise,BBYBB,-1.0,2315,112
piggy,5 guesses,2,donut,BBBBB,4.736745651800392,112,19
piggy,5 guesses,3,filmy,BGBBG,3.497155802575668,19,3
piggy,5 guesses,4,batch,BBBBB,1.5849625007211559,3,1
piggy,5 guesses,5,piggy,GGGGG,0.0,1,1
pilot,4 guesses,1,raise,BBYBB,-1.0,2315,112
pilot,4 guesses,2,donut,BYBBG,4.736745651800392,112,3
pilot,4 guesses,3,abled,BBGBB,1.5849625007211559,3,1
pilot,4 guesses,4,pilot,GGGGG,0.0,1,1
pinch,4 guesses,1,raise,BBYBB,-1.0,2315,112
pinch,4 guesses,2,donut,BBGBB,4.736745651800392,112,9
pinch,4 guesses,3,spicy,BYYGB,2.94770277922009,9,1
pinch,4 guesses,4,pinch,GGGGG,0.0,1,1
piney,4 guesses,1,raise,BBYBY,-1.0,2315,40
piney,4 guesses,2,lipid,BGYBB,4.077567157116928,40,4
piney,4 guesses,3,abbey,BBBGG,2.0,4,1
piney,4 guesses,4,piney,GGGGG,0.0,1,1
pinky,4 guesses,1,raise,BBYBB,-1.0,2315,112
pinky,4 guesses,2,donut,BBGBB,4.736745651800392,112,9
pinky,4 guesses,3,spicy,BYYBG,2.94770277922009,9,1
pinky,4 guesses,4,pinky,GGGGG,0.0,1,1
pinto,3 guesses,1,raise,BBYBB,-1.0,2315,112
pinto,3 guesses,2,donut,BYGBY,4.736745651800392,112,1
pinto,3 guesses,3,pinto,GGGGG,0.0,1,1
piper,5 guesses,1,raise,YBYBY,-1.0,2315,30
piper,5 guesses,2,diner,BGBGG,3.3470910116261443,30,9
piper,5 guesses,3,valet,BBBGB,2.419381945646371,9,3
piper,5 guesses,4,affix,BBBYB,1.5849625007211559,3,1
piper,5 guesses,5,piper,GGGGG,0.0,1,1
pique,4 guesses,1,raise,BBYBG,-1.0,2315,20
pique,4 guesses,2,botch,BBBBB,3.6841837197791882,20,3
pique,4 guesses,3,adult,BBYBB,1.5849625007211559,3,1
pique,4 guesses,4,pique,GGGGG,0.0,1,1
pitch,5 guesses,1,raise,BBYBB,-1.0,2315,112
pitch,5 guesses,2,donut,BBBBY,4.736745651800392,112,12
pitch,5 guesses,3,witty,BGGBB,3.0849625007211556,12,2
pitch,5 guesses,4,adapt,BBBYY,1.0,2,1
pitch,5 guesses,5,pitch,GGGGG,0.0,1,1
pithy,4 guesses,1,raise,BBYBB,-1.0,2315,112
pithy,4 guesses,2,donut,BBBBY,4.736745651800392,112,12
pithy,4 guesses,3,witty,BGGBG,3.0849625007211556,12,1
pithy,4 guesses,4,pithy,GGGGG,0.0,1,1
pivot,4 guesses,1,raise,BBYBB,-1.0,2315,112
pivot,4 guesses,2,donut,BYBBG,4.736745651800392,112,3
pivot,4 guesses,3,abled,BBBBB,1.5849625007211559,3,1
pivot,4 guesses,4,pivot,GGGGG,0.0,1,1
pixel,3 guesses,1,raise,BBYBY,-1.0,2315,40
pixel,3 guesses,2,lipid,YGYBB,4.077567157116928,40,1
pixel,3 guesses,3,pixel,GGGGG,0.0,1,1
pixie,4 guesses,1,raise,BBYBG,-1.0,2315,20
pixie,4 guesses,2,botch,BBBBB,3.6841837197791882,20,3
pixie,4 guesses,3,adult,BBBBB,1.5849625007211559,3,1
pixie,4 guesses,4,pixie,GGGGG,0.0,1,1
pizza,4 guesses,1,raise,BYYBB,-1.0,2315,38
pizza,4 guesses,2,until,BBBYB,4.113206053476118,38,2
pizza,4 guesses,3,aback,YBBBB,1.0,2,1
pizza,4 guesses,4,pizza,GGGGG,0.0,1,1
place,4 guesses,1,raise,BYBBG,-1.0,2315,35
place,4 guesses,2,bland,BGGBB,3.932874360347045,35,5
place,4 guesses,3,champ,YBGBY,1.9219280948873623,5,1
place,4 guesses,4,place,GGGGG,0.0,1,1
plaid,4 guesses,1,raise,BYYBB,-1.0,2315,38
plaid,4 guesses,2,until,BBBGY,4.113206053476118,38,3
plaid,4 guesses,3,acrid,YBBGG,1.5849625007211559,3,1
plaid,4 guesses,4,plaid,GGGGG,0.0,1,1
plain,3 guesses,1,raise,BYYBB,-1.0,2315,38
plain,3 guesses,2,until,BYBGY,4.113206053476118,38,1
plain,3 guesses,3,plain,GGGGG,0.0,1,1
plait,3 guesses,1,raise,BYYBB,-1.0,2315,38
plait,3 guesses,2,until,BBYGY,4.113206053476118,38,1
plait,3 guesses,3,plait,GGGGG,0.0,1,1
plane,3 guesses,1,raise,BYBBG,-1.0,2315,35
plane,3 guesses,2,bland,BGGGB,3.932874360347045,35,1
plane,3 guesses,3,plane,GGGGG,0.0,1,1
plank,5 guesses,1,raise,BYBBB,-1.0,2315,110
plank,5 guesses,2,clout,BGBBB,4.954906391519346,110,8
plank,5 guesses,3,aback,BBGBG,2.75,8,2
plank,5 guesses,4,adapt,BBGYB,1.0,2,1
plank,5 guesses,5,plank,GGGGG,0.0,1,1
plant,3 guesses,1,raise,BYBBB,-1.0,2315,110
plant,3 guesses,2,clout,BGBBG,4.954906391519346,110,1
plant,3 guesses,3,plant,GGGGG,0.0,1,1
plate,4 guesses,1,raise,BYBBG,-1.0,2315,35
plate,4 guesses,2,bland,BGGBB,3.932874360347045,35,5
plate,4 guesses,3,champ,BBGBY,1.9219280948873623,5,1
plate,4 guesses,4,plate,GGGGG,0.0,1,1
plaza,4 guesses,1,raise,BYBBB,-1.0,2315,110
plaza,4 guesses,2,clout,BGBBB,4.954906391519346,110,8
plaza,4 guesses,3,aback,YBGBB,2.75,8,1
plaza,4 guesses,4,plaza,GGGGG,0.0,1,1
plead,4 guesses,1,raise,BYBBY,-1.0,2315,75
plead,4 guesses,2,dealt,YYYYB,4.648214191242758,75,2
plead,4 guesses,3,aback,YBBBB,1.0,2,1
plead,4 guesses,4,plead,GGGGG,0.0,1,1
pleat,4 guesses,1,raise,BYBBY,-1.0,2315,75
pleat,4 guesses,2,dealt,BYYYG,4.648214191242758,75,4
pleat,4 guesses,3,beech,BBGBB,2.0,4,1
pleat,4 guesses,4,pleat,GGGGG,0.0,1,1
plied,3 guesses,1,raise,BBGBY,-1.0,2315,18
plied,3 guesses,2,deter,YBBGB,3.5032583347756456,18,1
plied,3 guesses,3,plied,GGGGG,0.0,1,1
plier,4 guesses,1,raise,YBGBY,-1.0,2315,12
plier,4 guesses,2,fetid,BYBYB,2.9182958340544896,12,2
plier,4 guesses,3,aback,BBBBB,1.0,2,1
plier,4 guesses,4,plier,GGGGG,0.0,1,1
pluck,3 guesses,1,raise,BBBBB,-1.0,2315,168
pluck,3 guesses,2,lunch,YYBGB,5.2201539877500815,168,1
pluck,3 guesses,3,pluck,GGGGG,0.0,1,1
plumb,4 guesses,1,raise,BBBBB,-1.0,2315,168
plumb,4 guesses,2,lunch,YYBBB,5.2201539877500815,168,8
plumb,4 guesses,3,album,BGYYY,3.0,8,1
plumb,4 guesses,4,plumb,GGGGG,0.0,1,1
plume,4 guesses,1,raise,BBBBG,-1.0,2315,40
plume,4 guesses,2,clung,BGGBB,4.481687083026442,40,4
plume,4 guesses,3,empty,YYYBB,2.0,4,1
plume,4 guesses,4,plume,GGGGG,0.0,1,1
plump,4 guesses,1,raise,BBBBB,-1.0,2315,168
plump,4 guesses,2,lunch,YYBBB,5.2201539877500815,168,8
plump,4 guesses,3,album,BGBYY,3.0,8,1
plump,4 guesses,4,plump,GGGGG,0.0,1,1
