secret_word,starting_word,game_result,guess_num,guess_word,feedback,entropy_score,possibilities_before_guess,possibilities_after_filter
zesty,audio,4 guesses,3,testy,BGGGG,1.0,2,1
zesty,audio,4 guesses,4,zesty,GGGGG,0.0,1,1
zonal,audio,4 guesses,1,audio,YBBBY,-1.0,2315,80
zonal,audio,4 guesses,2,coral,BGBGG,4.6574466511864685,80,3
zonal,audio,4 guesses,3,tonal,BGGGG,1.5849625007211559,3,1
zonal,audio,4 guesses,4,zonal,GGGGG,0.0,1,1
aback,crane,3 guesses,1,crane,YBYBB,-1.0,2315,32
aback,crane,3 guesses,2,match,BYBGB,3.7264097655573916,32,1
aback,crane,3 guesses,3,aback,GGGGG,0.0,1,1
abase,crane,3 guesses,1,crane,BBYBG,-1.0,2315,54
abase,crane,3 guesses,2,basil,YYYBB,4.019876678613265,54,2
abase,crane,3 guesses,3,abase,GGGGG,1.0,2,1
abate,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
abate,crane,4 guesses,2,basil,YYBBB,4.019876678613265,54,4
abate,crane,4 guesses,3,abode,YGBBG,2.0,4,1
abate,crane,4 guesses,4,abate,GGGGG,0.0,1,1
abbey,crane,3 guesses,1,crane,BBYBY,-1.0,2315,48
abbey,crane,3 guesses,2,petal,BYBYB,4.553508854797679,48,4
abbey,crane,3 guesses,3,abbey,GGGGG,1.5,4,1
abbot,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
abbot,crane,3 guesses,2,pilot,BBBGG,4.938599566165265,143,1
abbot,crane,3 guesses,3,abbot,GGGGG,0.0,1,1
abhor,crane,4 guesses,1,crane,BYYBB,-1.0,2315,76
abhor,crane,4 guesses,2,lorry,BYYBB,4.36022985577874,76,8
abhor,crane,4 guesses,3,favor,BYBGG,2.75,8,1
abhor,crane,4 guesses,4,abhor,GGGGG,0.0,1,1
abide,crane,3 guesses,1,crane,BBYBG,-1.0,2315,54
abide,crane,3 guesses,2,basil,YYBYB,4.019876678613265,54,1
abide,crane,3 guesses,3,abide,GGGGG,0.0,1,1
abled,crane,3 guesses,1,crane,BBYBY,-1.0,2315,48
abled,crane,3 guesses,2,petal,BYBYY,4.553508854797679,48,4
abled,crane,3 guesses,3,abled,GGGGG,2.0,4,1
abode,crane,3 guesses,1,crane,BBYBG,-1.0,2315,54
abode,crane,3 guesses,2,basil,YYBBB,4.019876678613265,54,4
abode,crane,3 guesses,3,abode,GGGGG,2.0,4,1
abort,crane,3 guesses,1,crane,BYYBB,-1.0,2315,76
abort,crane,3 guesses,2,lorry,BYBGB,4.36022985577874,76,2
abort,crane,3 guesses,3,abort,GGGGG,1.0,2,1
about,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
about,crane,3 guesses,2,pilot,BBBYG,4.938599566165265,143,2
about,crane,3 guesses,3,about,GGGGG,1.0,2,1
above,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
above,crane,4 guesses,2,basil,YYBBB,4.019876678613265,54,4
above,crane,4 guesses,3,abode,GGGBG,2.0,4,1
above,crane,4 guesses,4,above,GGGGG,0.0,1,1
abuse,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
abuse,crane,4 guesses,2,basil,YYYBB,4.019876678613265,54,2
abuse,crane,4 guesses,3,abase,GGBGG,1.0,2,1
abuse,crane,4 guesses,4,abuse,GGGGG,0.0,1,1
abyss,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
abyss,crane,4 guesses,2,pilot,BBBBB,4.938599566165265,143,21
abyss,crane,4 guesses,3,gassy,BYYGY,3.725650756112093,21,1
abyss,crane,4 guesses,4,abyss,GGGGG,0.0,1,1
acorn,crane,2 guesses,1,crane,YYYYB,-1.0,2315,2
acorn,crane,2 guesses,2,acorn,GGGGG,1.0,2,1
acrid,crane,3 guesses,1,crane,YYYBB,-1.0,2315,8
acrid,crane,3 guesses,2,scram,BGGYB,3.0,8,1
acrid,crane,3 guesses,3,acrid,GGGGG,0.0,1,1
actor,crane,3 guesses,1,crane,YYYBB,-1.0,2315,8
actor,crane,3 guesses,2,scram,BGYYB,3.0,8,1
actor,crane,3 guesses,3,actor,GGGGG,0.0,1,1
acute,crane,2 guesses,1,crane,YBYBG,-1.0,2315,3
acute,crane,2 guesses,2,acute,GGGGG,1.5849625007211559,3,1
adage,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
adage,crane,4 guesses,2,basil,BYBBB,4.019876678613265,54,6
adage,crane,4 guesses,3,agape,GYGBG,2.2516291673878226,6,1
adage,crane,4 guesses,4,adage,GGGGG,0.0,1,1
adapt,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
adapt,crane,3 guesses,2,pilot,YBBBG,4.938599566165265,143,1
adapt,crane,3 guesses,3,adapt,GGGGG,0.0,1,1
adept,crane,3 guesses,1,crane,BBYBY,-1.0,2315,48
adept,crane,3 guesses,2,petal,YYYYB,4.553508854797679,48,1
adept,crane,3 guesses,3,adept,GGGGG,0.0,1,1
admin,crane,3 guesses,1,crane,BBYYB,-1.0,2315,50
admin,crane,3 guesses,2,talon,BYBBG,4.358242691024846,50,5
admin,crane,3 guesses,3,admin,GGGGG,2.321928094887362,5,1
admit,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
admit,crane,3 guesses,2,pilot,BYBBG,4.938599566165265,143,5
admit,crane,3 guesses,3,admit,GGGGG,1.9219280948873623,5,1
adobe,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
adobe,crane,4 guesses,2,basil,YYBBB,4.019876678613265,54,4
adobe,crane,4 guesses,3,abode,GYGYG,2.0,4,1
adobe,crane,4 guesses,4,adobe,GGGGG,0.0,1,1
adopt,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
adopt,crane,3 guesses,2,pilot,YBBYG,4.938599566165265,143,1
adopt,crane,3 guesses,3,adopt,GGGGG,0.0,1,1
adore,crane,3 guesses,1,crane,BYYBG,-1.0,2315,8
adore,crane,3 guesses,2,afire,GBBGG,2.1556390622295662,8,2
adore,crane,3 guesses,3,adore,GGGGG,1.0,2,1
adorn,crane,3 guesses,1,crane,BYYYB,-1.0,2315,10
adorn,crane,3 guesses,2,rayon,YYBYG,3.321928094887362,10,1
adorn,crane,3 guesses,3,adorn,GGGGG,0.0,1,1
adult,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
adult,crane,4 guesses,2,pilot,BBYBG,4.938599566165265,143,3
adult,crane,4 guesses,3,fault,BYGGG,1.5849625007211559,3,1
adult,crane,4 guesses,4,adult,GGGGG,0.0,1,1
affix,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
affix,crane,3 guesses,2,pilot,BYBBB,4.938599566165265,143,6
affix,crane,3 guesses,3,affix,GGGGG,2.584962500721156,6,1
afire,crane,2 guesses,1,crane,BYYBG,-1.0,2315,8
afire,crane,2 guesses,2,afire,GGGGG,2.1556390622295662,8,1
afoot,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
afoot,crane,4 guesses,2,pilot,BBBYG,4.938599566165265,143,2
afoot,crane,4 guesses,3,about,GBYBG,1.0,2,1
afoot,crane,4 guesses,4,afoot,GGGGG,0.0,1,1
afoul,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
afoul,crane,4 guesses,2,pilot,BBYYB,4.938599566165265,143,9
afoul,crane,4 guesses,3,loyal,BYBYG,2.7254805569978675,9,1
afoul,crane,4 guesses,4,afoul,GGGGG,0.0,1,1
after,crane,3 guesses,1,crane,BYYBY,-1.0,2315,51
after,crane,3 guesses,2,later,BYGGG,3.8551128265185364,51,1
after,crane,3 guesses,3,after,GGGGG,0.0,1,1
again,crane,4 guesses,1,crane,BBYYB,-1.0,2315,50
again,crane,4 guesses,2,talon,BYBBG,4.358242691024846,50,5
again,crane,4 guesses,3,admin,YBBGG,2.321928094887362,5,1
again,crane,4 guesses,4,again,GGGGG,0.0,1,1
agape,crane,3 guesses,1,crane,BBYBG,-1.0,2315,54
agape,crane,3 guesses,2,basil,BYBBB,4.019876678613265,54,6
agape,crane,3 guesses,3,agape,GGGGG,2.2516291673878226,6,1
agate,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
agate,crane,4 guesses,2,basil,BYBBB,4.019876678613265,54,6
agate,crane,4 guesses,3,agape,GGGBG,2.2516291673878226,6,1
agate,crane,4 guesses,4,agate,GGGGG,0.0,1,1
agent,crane,2 guesses,1,crane,BBYGY,-1.0,2315,3
agent,crane,2 guesses,2,agent,GGGGG,1.5849625007211559,3,1
agile,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
agile,crane,4 guesses,2,basil,BYBYY,4.019876678613265,54,3
agile,crane,4 guesses,3,alike,GYGBG,1.5849625007211559,3,1
agile,crane,4 guesses,4,agile,GGGGG,0.0,1,1
aging,crane,3 guesses,1,crane,BBYGB,-1.0,2315,18
aging,crane,3 guesses,2,faint,BYGGB,2.7471671973069336,18,2
aging,crane,3 guesses,3,aging,GGGGG,1.0,2,1
aglow,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
aglow,crane,3 guesses,2,pilot,BBGGB,4.938599566165265,143,1
aglow,crane,3 guesses,3,aglow,GGGGG,0.0,1,1
agony,crane,4 guesses,1,crane,BBYGB,-1.0,2315,18
agony,crane,4 guesses,2,faint,BYBGB,2.7471671973069336,18,4
agony,crane,4 guesses,3,along,GBGGY,2.0,4,1
agony,crane,4 guesses,4,agony,GGGGG,0.0,1,1
agora,crane,4 guesses,1,crane,BYYBB,-1.0,2315,76
agora,crane,4 guesses,2,lorry,BYBGB,4.36022985577874,76,2
agora,crane,4 guesses,3,abort,YBGGB,1.0,2,1
agora,crane,4 guesses,4,agora,GGGGG,0.0,1,1
agree,crane,4 guesses,1,crane,BYYBY,-1.0,2315,51
agree,crane,4 guesses,2,later,BYBYY,3.8551128265185364,51,6
agree,crane,4 guesses,3,repay,YYBYB,2.584962500721156,6,1
agree,crane,4 guesses,4,agree,GGGGG,0.0,1,1
ahead,crane,4 guesses,1,crane,BBYBY,-1.0,2315,48
ahead,crane,4 guesses,2,petal,BYBYB,4.553508854797679,48,4
ahead,crane,4 guesses,3,abbey,YBBYB,1.5,4,2
ahead,crane,4 guesses,4,ahead,GGGGG,1.0,2,1
aider,crane,3 guesses,1,crane,BYYBY,-1.0,2315,51
aider,crane,3 guesses,2,later,BYBGG,3.8551128265185364,51,2
aider,crane,3 guesses,3,aider,GGGGG,1.0,2,1
aisle,crane,3 guesses,1,crane,BBYBG,-1.0,2315,54
aisle,crane,3 guesses,2,basil,BYGYY,4.019876678613265,54,1
aisle,crane,3 guesses,3,aisle,GGGGG,0.0,1,1
alarm,crane,3 guesses,1,crane,BYYBB,-1.0,2315,76
alarm,crane,3 guesses,2,lorry,YBBGB,4.36022985577874,76,2
alarm,crane,3 guesses,3,alarm,GGGGG,1.0,2,1
album,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
album,crane,4 guesses,2,pilot,BBYBB,4.938599566165265,143,13
album,crane,4 guesses,3,sally,BYYBB,3.238901256602631,13,2
album,crane,4 guesses,4,album,GGGGG,1.0,2,1
alert,crane,3 guesses,1,crane,BYYBY,-1.0,2315,51
alert,crane,3 guesses,2,later,YYYYY,3.8551128265185364,51,1
alert,crane,3 guesses,3,alert,GGGGG,0.0,1,1
algae,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
algae,crane,4 guesses,2,basil,BYBBY,4.019876678613265,54,3
algae,crane,4 guesses,3,ample,YBBYG,1.5849625007211559,3,1
algae,crane,4 guesses,4,algae,GGGGG,0.0,1,1
alibi,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
alibi,crane,4 guesses,2,pilot,BYYBB,4.938599566165265,143,6
alibi,crane,4 guesses,3,avail,GBBYY,2.2516291673878226,6,1
alibi,crane,4 guesses,4,alibi,GGGGG,0.0,1,1
alien,crane,3 guesses,1,crane,BBYYY,-1.0,2315,21
alien,crane,3 guesses,2,laden,YYBGG,3.630412660873998,21,1
alien,crane,3 guesses,3,alien,GGGGG,0.0,1,1
align,crane,3 guesses,1,crane,BBYYB,-1.0,2315,50
align,crane,3 guesses,2,talon,BYYBG,4.358242691024846,50,1
align,crane,3 guesses,3,align,GGGGG,0.0,1,1
alike,crane,3 guesses,1,crane,BBYBG,-1.0,2315,54
alike,crane,3 guesses,2,basil,BYBYY,4.019876678613265,54,3
alike,crane,3 guesses,3,alike,GGGGG,1.5849625007211559,3,1
alive,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
alive,crane,4 guesses,2,basil,BYBYY,4.019876678613265,54,3
alive,crane,4 guesses,3,alike,GGGBG,1.5849625007211559,3,1
alive,crane,4 guesses,4,alive,GGGGG,0.0,1,1
allay,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
allay,crane,4 guesses,2,pilot,BBYBB,4.938599566165265,143,13
allay,crane,4 guesses,3,sally,BYYBG,3.238901256602631,13,1
allay,crane,4 guesses,4,allay,GGGGG,0.0,1,1
alley,crane,4 guesses,1,crane,BBYBY,-1.0,2315,48
alley,crane,4 guesses,2,petal,BYBYY,4.553508854797679,48,4
alley,crane,4 guesses,3,abled,GBYGB,2.0,4,1
alley,crane,4 guesses,4,alley,GGGGG,0.0,1,1
allot,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
allot,crane,3 guesses,2,pilot,BBYGG,4.938599566165265,143,1
allot,crane,3 guesses,3,allot,GGGGG,0.0,1,1
allow,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
allow,crane,3 guesses,2,pilot,BBYGB,4.938599566165265,143,2
allow,crane,3 guesses,3,allow,GGGGG,1.0,2,1
alloy,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
alloy,crane,4 guesses,2,pilot,BBYGB,4.938599566165265,143,2
alloy,crane,4 guesses,3,allow,GGGGB,1.0,2,1
alloy,crane,4 guesses,4,alloy,GGGGG,0.0,1,1
aloft,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
aloft,crane,3 guesses,2,pilot,BBYYG,4.938599566165265,143,4
aloft,crane,3 guesses,3,aloft,GGGGG,1.5,4,1
alone,crane,2 guesses,1,crane,BBYGG,-1.0,2315,2
alone,crane,2 guesses,2,alone,GGGGG,1.0,2,1
along,crane,3 guesses,1,crane,BBYGB,-1.0,2315,18
along,crane,3 guesses,2,faint,BYBGB,2.7471671973069336,18,4
along,crane,3 guesses,3,along,GGGGG,2.0,4,1
aloof,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
aloof,crane,4 guesses,2,pilot,BBYYB,4.938599566165265,143,9
aloof,crane,4 guesses,3,loyal,YYBYB,2.7254805569978675,9,2
aloof,crane,4 guesses,4,aloof,GGGGG,1.0,2,1
aloud,crane,5 guesses,1,crane,BBYBB,-1.0,2315,143
aloud,crane,5 guesses,2,pilot,BBYYB,4.938599566165265,143,9
aloud,crane,5 guesses,3,loyal,YYBYB,2.7254805569978675,9,2
aloud,crane,5 guesses,4,aloof,GGGBB,1.0,2,1
aloud,crane,5 guesses,5,aloud,GGGGG,0.0,1,1
alpha,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
alpha,crane,3 guesses,2,pilot,YBYBB,4.938599566165265,143,5
alpha,crane,3 guesses,3,alpha,GGGGG,2.321928094887362,5,1
altar,crane,4 guesses,1,crane,BYYBB,-1.0,2315,76
altar,crane,4 guesses,2,lorry,YBYBB,4.36022985577874,76,4
altar,crane,4 guesses,3,rival,YBBYY,2.0,4,1
altar,crane,4 guesses,4,altar,GGGGG,0.0,1,1
alter,crane,3 guesses,1,crane,BYYBY,-1.0,2315,51
alter,crane,3 guesses,2,later,YYGGG,3.8551128265185364,51,1
alter,crane,3 guesses,3,alter,GGGGG,0.0,1,1
amass,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
amass,crane,4 guesses,2,pilot,BBBBB,4.938599566165265,143,21
amass,crane,4 guesses,3,gassy,BYYGB,3.725650756112093,21,1
amass,crane,4 guesses,4,amass,GGGGG,0.0,1,1
amaze,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
amaze,crane,4 guesses,2,basil,BYBBB,4.019876678613265,54,6
amaze,crane,4 guesses,3,agape,GBGBG,2.2516291673878226,6,2
amaze,crane,4 guesses,4,amaze,GGGGG,1.0,2,1
amber,crane,4 guesses,1,crane,BYYBY,-1.0,2315,51
amber,crane,4 guesses,2,later,BYBGG,3.8551128265185364,51,2
amber,crane,4 guesses,3,aider,GBBGG,1.0,2,1
amber,crane,4 guesses,4,amber,GGGGG,0.0,1,1
amble,crane,3 guesses,1,crane,BBYBG,-1.0,2315,54
amble,crane,3 guesses,2,basil,YYBBY,4.019876678613265,54,1
amble,crane,3 guesses,3,amble,GGGGG,0.0,1,1
amend,crane,3 guesses,1,crane,BBYGY,-1.0,2315,3
amend,crane,3 guesses,2,agent,GBGGB,1.5849625007211559,3,1
amend,crane,3 guesses,3,amend,GGGGG,0.0,1,1
amiss,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
amiss,crane,4 guesses,2,pilot,BYBBB,4.938599566165265,143,6
amiss,crane,4 guesses,3,affix,GBBYB,2.584962500721156,6,1
amiss,crane,4 guesses,4,amiss,GGGGG,0.0,1,1
amity,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
amity,crane,3 guesses,2,pilot,BYBBY,4.938599566165265,143,3
amity,crane,3 guesses,3,amity,GGGGG,1.5849625007211559,3,1
among,crane,4 guesses,1,crane,BBYGB,-1.0,2315,18
among,crane,4 guesses,2,faint,BYBGB,2.7471671973069336,18,4
among,crane,4 guesses,3,along,GBGGG,2.0,4,1
among,crane,4 guesses,4,among,GGGGG,0.0,1,1
ample,crane,3 guesses,1,crane,BBYBG,-1.0,2315,54
ample,crane,3 guesses,2,basil,BYBBY,4.019876678613265,54,3
ample,crane,3 guesses,3,ample,GGGGG,1.5849625007211559,3,1
amply,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
amply,crane,4 guesses,2,pilot,YBYBB,4.938599566165265,143,5
amply,crane,4 guesses,3,alpha,GYGBB,2.321928094887362,5,1
amply,crane,4 guesses,4,amply,GGGGG,0.0,1,1
amuse,crane,3 guesses,1,crane,BBYBG,-1.0,2315,54
amuse,crane,3 guesses,2,basil,BYYBB,4.019876678613265,54,1
amuse,crane,3 guesses,3,amuse,GGGGG,0.0,1,1
angel,crane,3 guesses,1,crane,BBYYY,-1.0,2315,21
angel,crane,3 guesses,2,laden,YYBGY,3.630412660873998,21,1
angel,crane,3 guesses,3,angel,GGGGG,0.0,1,1
anger,crane,3 guesses,1,crane,BYYYY,-1.0,2315,5
anger,crane,3 guesses,2,ramen,YYBGY,2.321928094887362,5,1
anger,crane,3 guesses,3,anger,GGGGG,0.0,1,1
angle,crane,2 guesses,1,crane,BBYYG,-1.0,2315,6
angle,crane,2 guesses,2,angle,GGGGG,2.2516291673878226,6,1
angry,crane,3 guesses,1,crane,BYYYB,-1.0,2315,10
angry,crane,3 guesses,2,rayon,YYYBY,3.321928094887362,10,1
angry,crane,3 guesses,3,angry,GGGGG,0.0,1,1
angst,crane,3 guesses,1,crane,BBYYB,-1.0,2315,50
angst,crane,3 guesses,2,talon,YYBBY,4.358242691024846,50,3
angst,crane,3 guesses,3,angst,GGGGG,1.5849625007211559,3,1
anime,crane,3 guesses,1,crane,BBYYG,-1.0,2315,6
anime,crane,3 guesses,2,angle,GGBBG,2.2516291673878226,6,2
anime,crane,3 guesses,3,anime,GGGGG,1.0,2,1
ankle,crane,3 guesses,1,crane,BBYYG,-1.0,2315,6
ankle,crane,3 guesses,2,angle,GGBGG,2.2516291673878226,6,1
ankle,crane,3 guesses,3,ankle,GGGGG,0.0,1,1
annex,crane,3 guesses,1,crane,BBYYY,-1.0,2315,21
annex,crane,3 guesses,2,laden,BYBGY,3.630412660873998,21,2
annex,crane,3 guesses,3,annex,GGGGG,1.0,2,1
annoy,crane,3 guesses,1,crane,BBYYB,-1.0,2315,50
annoy,crane,3 guesses,2,talon,BYBGY,4.358242691024846,50,1
annoy,crane,3 guesses,3,annoy,GGGGG,0.0,1,1
annul,crane,4 guesses,1,crane,BBYYB,-1.0,2315,50
annul,crane,4 guesses,2,talon,BYYBY,4.358242691024846,50,6
annul,crane,4 guesses,3,naval,YYBBG,2.584962500721156,6,1
annul,crane,4 guesses,4,annul,GGGGG,0.0,1,1
anode,crane,4 guesses,1,crane,BBYYG,-1.0,2315,6
anode,crane,4 guesses,2,angle,GGBBG,2.2516291673878226,6,2
anode,crane,4 guesses,3,anime,GGBBG,1.0,2,1
anode,crane,4 guesses,4,anode,GGGGG,0.0,1,1
antic,crane,3 guesses,1,crane,YBYYB,-1.0,2315,5
antic,crane,3 guesses,2,manic,BYYGG,2.321928094887362,5,1
antic,crane,3 guesses,3,antic,GGGGG,0.0,1,1
anvil,crane,4 guesses,1,crane,BBYYB,-1.0,2315,50
anvil,crane,4 guesses,2,talon,BYYBY,4.358242691024846,50,6
anvil,crane,4 guesses,3,naval,YYGBG,2.584962500721156,6,1
anvil,crane,4 guesses,4,anvil,GGGGG,0.0,1,1
aorta,crane,3 guesses,1,crane,BYYBB,-1.0,2315,76
aorta,crane,3 guesses,2,lorry,BGGBB,4.36022985577874,76,2
aorta,crane,3 guesses,3,aorta,GGGGG,1.0,2,1
apart,crane,3 guesses,1,crane,BYYBB,-1.0,2315,76
apart,crane,3 guesses,2,lorry,BBBGB,4.36022985577874,76,4
apart,crane,3 guesses,3,apart,GGGGG,2.0,4,1
aphid,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
aphid,crane,3 guesses,2,pilot,YYBBB,4.938599566165265,143,2
aphid,crane,3 guesses,3,aphid,GGGGG,1.0,2,1
aping,crane,4 guesses,1,crane,BBYGB,-1.0,2315,18
aping,crane,4 guesses,2,faint,BYGGB,2.7471671973069336,18,2
aping,crane,4 guesses,3,aging,GBGGG,1.0,2,1
aping,crane,4 guesses,4,aping,GGGGG,0.0,1,1
apnea,crane,4 guesses,1,crane,BBYYY,-1.0,2315,21
apnea,crane,4 guesses,2,laden,BYBGY,3.630412660873998,21,2
apnea,crane,4 guesses,3,annex,YBGGB,1.0,2,1
apnea,crane,4 guesses,4,apnea,GGGGG,0.0,1,1
apple,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
apple,crane,4 guesses,2,basil,BYBBY,4.019876678613265,54,3
apple,crane,4 guesses,3,ample,GBYGG,1.5849625007211559,3,1
apple,crane,4 guesses,4,apple,GGGGG,0.0,1,1
apply,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
apply,crane,4 guesses,2,pilot,YBYBB,4.938599566165265,143,5
apply,crane,4 guesses,3,alpha,GYYBB,2.321928094887362,5,1
apply,crane,4 guesses,4,apply,GGGGG,0.0,1,1
apron,crane,3 guesses,1,crane,BYYYB,-1.0,2315,10
apron,crane,3 guesses,2,rayon,YYBGG,3.321928094887362,10,1
apron,crane,3 guesses,3,apron,GGGGG,0.0,1,1
aptly,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
aptly,crane,3 guesses,2,pilot,YBYBY,4.938599566165265,143,1
aptly,crane,3 guesses,3,aptly,GGGGG,0.0,1,1
arbor,crane,3 guesses,1,crane,BYYBB,-1.0,2315,76
arbor,crane,3 guesses,2,lorry,BYYYB,4.36022985577874,76,4
arbor,crane,3 guesses,3,arbor,GGGGG,1.5,4,1
ardor,crane,4 guesses,1,crane,BYYBB,-1.0,2315,76
ardor,crane,4 guesses,2,lorry,BYYYB,4.36022985577874,76,4
ardor,crane,4 guesses,3,arbor,GGBGG,1.5,4,2
ardor,crane,4 guesses,4,ardor,GGGGG,1.0,2,1
arena,crane,2 guesses,1,crane,BGYGY,-1.0,2315,1
arena,crane,2 guesses,2,arena,GGGGG,0.0,1,1
argue,crane,3 guesses,1,crane,BGYBG,-1.0,2315,3
argue,crane,3 guesses,2,arise,GGBBG,1.5849625007211559,3,1
argue,crane,3 guesses,3,argue,GGGGG,0.0,1,1
arise,crane,2 guesses,1,crane,BGYBG,-1.0,2315,3
arise,crane,2 guesses,2,arise,GGGGG,1.5849625007211559,3,1
armor,crane,5 guesses,1,crane,BYYBB,-1.0,2315,76
armor,crane,5 guesses,2,lorry,BYYYB,4.36022985577874,76,4
armor,crane,5 guesses,3,arbor,GGBGG,1.5,4,2
armor,crane,5 guesses,4,ardor,GGBGG,1.0,2,1
armor,crane,5 guesses,5,armor,GGGGG,0.0,1,1
aroma,crane,3 guesses,1,crane,BGYBB,-1.0,2315,6
aroma,crane,3 guesses,2,broad,BGGYB,2.584962500721156,6,1
aroma,crane,3 guesses,3,aroma,GGGGG,0.0,1,1
arose,crane,3 guesses,1,crane,BGYBG,-1.0,2315,3
arose,crane,3 guesses,2,arise,GGBGG,1.5849625007211559,3,1
arose,crane,3 guesses,3,arose,GGGGG,0.0,1,1
array,crane,4 guesses,1,crane,BYYBB,-1.0,2315,76
array,crane,4 guesses,2,lorry,BBYBG,4.36022985577874,76,3
array,crane,4 guesses,3,raspy,YYBBG,1.5849625007211559,3,1
array,crane,4 guesses,4,array,GGGGG,0.0,1,1
arrow,crane,4 guesses,1,crane,BYYBB,-1.0,2315,76
arrow,crane,4 guesses,2,lorry,BYYBB,4.36022985577874,76,8
arrow,crane,4 guesses,3,favor,BYBGY,2.75,8,1
arrow,crane,4 guesses,4,arrow,GGGGG,0.0,1,1
arson,crane,3 guesses,1,crane,BGYYB,-1.0,2315,4
arson,crane,3 guesses,2,groan,BGYYG,2.0,4,1
arson,crane,3 guesses,3,arson,GGGGG,0.0,1,1
artsy,crane,3 guesses,1,crane,BGYBB,-1.0,2315,6
artsy,crane,3 guesses,2,broad,BGBYB,2.584962500721156,6,1
artsy,crane,3 guesses,3,artsy,GGGGG,0.0,1,1
ascot,crane,3 guesses,1,crane,YBYBB,-1.0,2315,32
ascot,crane,3 guesses,2,match,BYYYB,3.7264097655573916,32,2
ascot,crane,3 guesses,3,ascot,GGGGG,1.0,2,1
ashen,crane,3 guesses,1,crane,BBYYY,-1.0,2315,21
ashen,crane,3 guesses,2,laden,BYBGG,3.630412660873998,21,1
ashen,crane,3 guesses,3,ashen,GGGGG,0.0,1,1
aside,crane,3 guesses,1,crane,BBYBG,-1.0,2315,54
aside,crane,3 guesses,2,basil,BYYYB,4.019876678613265,54,1
aside,crane,3 guesses,3,aside,GGGGG,0.0,1,1
askew,crane,4 guesses,1,crane,BBYBY,-1.0,2315,48
askew,crane,4 guesses,2,petal,BYBYB,4.553508854797679,48,4
askew,crane,4 guesses,3,abbey,GBBGB,1.5,4,1
askew,crane,4 guesses,4,askew,GGGGG,0.0,1,1
assay,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
assay,crane,4 guesses,2,pilot,BBBBB,4.938599566165265,143,21
assay,crane,4 guesses,3,gassy,BYYBG,3.725650756112093,21,1
assay,crane,4 guesses,4,assay,GGGGG,0.0,1,1
asset,crane,3 guesses,1,crane,BBYBY,-1.0,2315,48
asset,crane,3 guesses,2,petal,BYYYB,4.553508854797679,48,2
asset,crane,3 guesses,3,asset,GGGGG,1.0,2,1
atoll,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
atoll,crane,3 guesses,2,pilot,BBYYY,4.938599566165265,143,2
atoll,crane,3 guesses,3,atoll,GGGGG,1.0,2,1
atone,crane,3 guesses,1,crane,BBYGG,-1.0,2315,2
atone,crane,3 guesses,2,alone,GBGGG,1.0,2,1
atone,crane,3 guesses,3,atone,GGGGG,0.0,1,1
attic,crane,4 guesses,1,crane,YBYBB,-1.0,2315,32
attic,crane,4 guesses,2,match,BYYYB,3.7264097655573916,32,2
attic,crane,4 guesses,3,ascot,GBYBY,1.0,2,1
attic,crane,4 guesses,4,attic,GGGGG,0.0,1,1
audio,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
